0,[0.69737935 0.16127232],0.6933392
1,[0.6518332  0.47116816],0.6945979
2,[0.6345208 0.9468006],0.6956891
3,[0.61799073 0.99107146],0.69595915
4,[0.6040046 0.9715402],0.69531286
5,[0.5972723  0.49200147],0.6938159
6,[0.5989009  0.49014136],0.691854
7,[0.59907675 0.4856771 ],0.69082624
8,[0.58878326 0.48865327],0.6908427
9,[0.5762124  0.49237353],0.69168335
10,[0.56263083 0.49274555],0.69275177
11,[0.5518106  0.49516368],0.69398266
12,[0.5458112  0.49497768],0.6951752
13,[0.5405024  0.82775295],0.69641167
14,[0.5338001 0.9947916],0.69772995
15,[0.5293182 0.9951637],0.6988769
16,[0.5315868 0.9936756],0.6998343
17,[0.5382164 0.9890253],0.70166034
18,[0.5329846 0.9886533],0.703403
19,[0.5355114  0.98623514],0.7042314
20,[0.543526  0.9655878],0.7051221
21,[0.5470148 0.9120164],0.70635563
22,[0.53313255 0.9114584 ],0.70717573
23,[0.5324113  0.88058037],0.7106291
24,[0.5178394 0.9088541],0.7122621
25,[0.52291083 0.88727677],0.71382624
26,[0.5204395 0.8796503],0.7156202
27,[0.5185181 0.8796503],0.71515185
28,[0.5357317  0.85863096],0.7167005
29,[0.5190279 0.8729539],0.7183458
30,[0.5246705  0.86681545],0.71860397
31,[0.5279712  0.86160713],0.72194654
32,[0.5191602 0.8720238],0.726508
33,[0.51018685 0.8854166 ],0.72900057
34,[0.5145308 0.8874628],0.72986937
35,[0.5264384  0.86793154],0.737669
36,[0.49551782 0.9109003 ],0.73996276
37,[0.49138814 0.9109003 ],0.7397908
38,[0.5094959  0.87890625],0.74048674
39,[0.5132159  0.86681545],0.7440386
40,[0.5050472  0.87723213],0.74439
41,[0.5006531  0.88206846],0.74365413
42,[0.506116  0.8709077],0.74655545
43,[0.48623013 0.9047619 ],0.7487766
44,[0.4804707 0.9170387],0.7482751
45,[0.485727  0.9079241],0.74681234
46,[0.4885187  0.90029764],0.74664927
47,[0.48512435 0.9014137 ],0.7524872
48,[0.47186536 0.937314  ],0.753637
49,[0.4708172  0.94196427],0.75569373
50,[0.4742169 0.9412202],0.75731224
51,[0.46544018 0.94419646],0.7567753
52,[0.47844604 0.9254092 ],0.7614869
53,[0.4707112 0.9490327],0.7621802
54,[0.46950614 0.94717264],0.76665163
55,[0.4683897  0.95647323],0.77003354
56,[0.46937224 0.9609375 ],0.7702774
57,[0.47665858 0.9544271 ],0.76848704
58,[0.48992833 0.936942  ],0.7704102
59,[0.4816246 0.9453125],0.77389824
60,[0.47826034 0.96056545],0.780841
61,[0.46225232 0.9782366 ],0.78159696
62,[0.46623644 0.97321427],0.78851074
63,[0.45124668 0.984189  ],0.7931319
64,[0.45073745 0.98325896],0.7958596
65,[0.45535845 0.983817  ],0.7969001
66,[0.45063436 0.98549104],0.79632115
67,[0.45419592 0.9834449 ],0.79589164
68,[0.45782542 0.98251486],0.79857635
69,[0.44517624 0.98679316],0.79815704
70,[0.4520735 0.9853051],0.79719913
71,[0.44746393 0.9875372 ],0.7955226
72,[0.445477  0.9873512],0.7952909
73,[0.44301558 0.9873512 ],0.79974955
74,[0.4369649 0.9905134],0.79923373
75,[0.43660593 0.9895834 ],0.8013195
76,[0.4332071  0.99237347],0.8012817
77,[0.43641692 0.9890253 ],0.7982415
78,[0.43434572 0.99032736],0.79500127
79,[0.43329346 0.984375  ],0.7924794
80,[0.4328739  0.97786456],0.7860692
81,[0.44032103 0.9618676 ],0.78016
82,[0.4461735  0.94754463],0.77309656
83,[0.45011038 0.9248512 ],0.7640183
84,[0.47347918 0.89043903],0.75137204
85,[0.521419  0.8800223],0.7374431
86,[0.54235476 0.8621652 ],0.7219955
87,[0.5921866  0.84616816],0.7057521
88,[0.6707563  0.83370537],0.69125146
89,[0.71859306 0.8139881 ],0.67764056
90,[0.76767063 0.80654764],0.663739
91,[0.8158846 0.7870164],0.6558808
92,[0.866441  0.7717634],0.6458818
93,[0.8958936  0.76599705],0.6395744
94,[0.9038651 0.7520461],0.6470846
95,[0.86882997 0.75595236],0.66577864
96,[0.8642129  0.75037205],0.6940652
97,[0.8128097 0.7620908],0.71293867
98,[0.8123578 0.7624628],0.736216
99,[0.75307137 0.76748514],0.76308167
100,[0.75266206 0.765067  ],0.8005707
101,[0.72265965 0.75539434],0.84022284
102,[0.6893641  0.76004463],0.87621236
103,[0.67900103 0.74758184],0.9515856
104,[0.58680344 0.74925596],1.0017262
105,[0.5430903 0.7483259],1.0455728
106,[0.5041756  0.77120537],1.083127
107,[0.4996838 0.78125  ],1.1202815
108,[0.47792357 0.796317  ],1.1676205
109,[0.47959942 0.7942708 ],1.1717801
110,[0.48235977 0.81175596],1.1818793
111,[0.49179935 0.8084077 ],1.2220538
112,[0.51338446 0.8076637 ],1.228289
113,[0.553199  0.8048735],1.23016
114,[0.58565956 0.80152535],1.21387
