0,[4.880698 0.203125],6.0681267
1,[4.1133823 0.71875  ],6.1564617
2,[4.491025  0.6855469],6.378031
3,[3.564734  0.7324219],5.453421
4,[3.607027 0.734375],5.557089
5,[3.8744   0.703125],5.756347
6,[3.3794053 0.7363281],5.3376265
7,[3.6961682 0.71875  ],4.8049917
8,[3.6238244  0.71484375],5.4286366
9,[3.1545417 0.7246094],5.060027
10,[3.263869 0.71875 ],4.7130065
11,[3.420199  0.6933594],4.6010513
12,[3.1655369  0.69921875],4.940303
13,[3.1347964 0.7089844],4.7343264
14,[3.4466996 0.6972656],5.515382
15,[3.0118165  0.72265625],4.29735
16,[3.180978  0.7167969],4.905558
17,[2.6961882 0.7265625],4.798049
18,[3.0552452 0.7011719],4.221958
19,[2.9642446 0.6972656],4.24543
20,[2.522852  0.7265625],4.156851
21,[2.6475358 0.71875  ],3.8118522
22,[2.7424467 0.71875  ],4.007415
23,[2.4618425 0.7246094],3.8042917
24,[2.4551091  0.71484375],3.7984638
25,[2.520787 0.734375],4.2908025
26,[2.406443   0.71484375],3.807336
27,[2.100733  0.7402344],4.16661
28,[2.551862 0.734375],3.4637275
29,[2.3866558 0.6816406],3.731053
30,[1.9713042 0.7363281],3.8297145
31,[2.3068583 0.7207031],3.2390382
32,[2.4420319 0.7246094],3.3315136
33,[2.0410655 0.7265625],3.3357835
34,[2.034528   0.73046875],3.9121618
35,[2.1681755 0.734375 ],3.7494025
36,[1.7583297 0.7285156],3.9910707
37,[1.7876828  0.72265625],3.5877223
38,[1.9828423  0.71484375],3.3883982
39,[1.974937  0.7128906],3.2089038
40,[2.3331642 0.7324219],2.7577882
41,[1.8151176  0.73046875],3.5658796
42,[2.2653403 0.7089844],2.9418678
43,[1.7383597 0.7207031],2.976243
44,[1.993621  0.7167969],3.1110992
45,[1.8566799 0.7246094],2.666994
46,[2.214192  0.7089844],3.1464992
47,[2.011289  0.7363281],3.170672
48,[2.0172567 0.6816406],3.1408315
49,[1.7624142  0.72265625],2.795176
50,[2.0593495  0.73046875],2.489471
51,[1.9979825 0.7265625],2.77627
52,[1.9255294 0.6933594],3.0684197
53,[1.7588532  0.71484375],2.9462104
54,[1.7284062 0.7207031],2.7301178
55,[1.5784818 0.7089844],2.6604311
56,[1.8728249  0.73046875],2.7332366
57,[1.5997896 0.7089844],2.9660978
58,[1.531632  0.7421875],2.2807603
59,[1.5827142 0.7246094],2.9030533
60,[1.5281999 0.7207031],2.3486223
61,[1.6683147 0.7109375],2.517067
62,[1.9579904 0.6972656],2.505604
63,[1.6203886 0.7167969],2.5696568
64,[1.7277768  0.69921875],2.65149
65,[1.7333953 0.7128906],2.7614646
66,[1.7760065 0.7246094],2.6892126
67,[2.0111024  0.70703125],2.8489628
68,[1.4747728 0.71875  ],2.7201319
69,[1.712725  0.7246094],3.032572
70,[1.77774   0.7109375],2.5594954
71,[1.7404948 0.71875  ],2.4667735
72,[1.8256425 0.7050781],2.661531
73,[1.5204151 0.7128906],2.5205128
74,[1.8868923 0.7246094],2.3692057
75,[1.5506039 0.7207031],2.637825
76,[1.8069925 0.7109375],2.2372289
77,[1.6856933 0.6972656],2.5684109
78,[1.5178773 0.71875  ],2.4650002
79,[1.4776068  0.74609375],2.433154
80,[1.6418183 0.6933594],2.605273
81,[1.559183 0.71875 ],2.4441051
82,[1.4656951  0.69140625],2.3265402
83,[1.9132495  0.69921875],2.6279335
84,[1.4415478  0.73046875],2.4239726
85,[1.560771   0.71484375],1.8808436
