0,[2.7438786 0.4609375],1.8322837
1,[3.9236028 0.4609375],2.300831
2,[2.791218 0.53125 ],1.7872293
3,[2.9779768 0.5703125],1.977187
4,[3.0874066 0.421875 ],1.3141141
5,[2.9659011 0.5      ],1.912858
6,[3.6058836 0.5      ],2.2745502
7,[3.387113  0.4609375],1.6227942
8,[2.3447807 0.6015625],2.0513806
9,[3.4743738 0.4375   ],2.0320256
10,[2.355116 0.5625  ],1.6167675
11,[2.3267653 0.46875  ],1.5244889
12,[3.3724265 0.53125  ],1.4142408
13,[2.028709  0.6640625],1.8933713
14,[2.7810748 0.5625   ],1.6063023
15,[3.7588658 0.40625  ],1.9375458
16,[2.447752  0.5703125],1.5190783
17,[2.8220053 0.5703125],1.9081292
18,[2.7250872 0.5625   ],1.5458679
19,[1.715682 0.5625  ],1.1893448
20,[2.6626158 0.5      ],0.91886145
21,[2.7562804 0.53125  ],1.3278228
22,[2.4924726 0.578125 ],1.6632631
23,[2.7815828 0.5234375],1.1668782
24,[3.219384  0.5859375],1.4702874
25,[2.4141936 0.4765625],1.5576575
26,[3.4767995 0.4296875],1.6302431
27,[2.81202   0.5546875],1.2544528
28,[2.7664437 0.546875 ],2.307045
29,[3.033279 0.46875 ],1.559458
30,[2.685017 0.5625  ],1.5933609
31,[2.3929105 0.515625 ],1.5225451
32,[3.0006328 0.5234375],1.4482211
33,[2.4671123 0.53125  ],1.8188748
34,[3.0095115 0.53125  ],1.6996996
35,[2.5158513 0.515625 ],1.5269464
36,[2.6372113 0.5390625],1.5047612
37,[2.565011 0.59375 ],1.6913723
38,[2.5243926 0.59375  ],1.6669731
39,[2.7298315 0.5859375],1.397929
40,[2.8224602 0.6015625],1.4844587
41,[2.6610537 0.5703125],1.342063
42,[2.3248045 0.6015625],1.2089577
43,[2.6401901 0.5859375],1.1272638
44,[2.4504085 0.5859375],1.3493794
45,[1.2878889 0.578125 ],1.4403976
46,[2.476531  0.5234375],1.7863834
47,[3.196397  0.5078125],1.5063727
48,[2.5148683 0.5390625],0.99757314
49,[2.4942904 0.6015625],1.7158113
50,[2.8750849 0.6015625],1.1479175
51,[3.422052  0.5390625],1.2158942
52,[2.2812777 0.5390625],1.330801
53,[2.7370465 0.546875 ],1.6533499
54,[2.051882 0.578125],1.28093
55,[2.40466   0.6328125],0.9928436
56,[2.6070104 0.5234375],1.4669983
57,[2.1346958 0.546875 ],1.3708025
58,[2.2332077 0.5703125],1.1050246
59,[2.6176116 0.5      ],1.211315
60,[1.868246  0.6171875],1.4988366
61,[2.128581  0.5703125],1.1846442
62,[1.9177287 0.5546875],1.0736933
63,[2.720818 0.546875],0.8706379
64,[2.646047  0.4921875],1.3780409
65,[2.610714  0.5703125],1.361063
66,[2.6339853 0.53125  ],1.2034917
67,[2.7728019 0.5703125],2.1757631
68,[2.7467124 0.6328125],1.092267
69,[2.911768 0.5625  ],1.2540127
70,[2.121973  0.6484375],1.6507009
71,[2.1908813 0.6484375],1.4877281
72,[2.2106192 0.6640625],1.292212
73,[2.3879654 0.546875 ],1.3343191
74,[3.1012645 0.5      ],1.4383779
75,[2.5802336 0.515625 ],1.4442161
76,[2.0515254 0.6015625],1.3597908
77,[2.2120214 0.5859375],1.3355461
78,[2.3544247 0.65625  ],1.0517919
79,[2.298633 0.59375 ],1.2317579
80,[1.4876935 0.671875 ],1.181474
81,[1.7053914 0.6328125],1.6635183
82,[2.3141913 0.609375 ],1.4429474
83,[2.2965932 0.5390625],1.1961989
84,[2.1944914 0.546875 ],1.2745812
85,[2.0302284 0.5546875],1.3126347
86,[2.3341417 0.6328125],1.3239424
87,[2.367733  0.6328125],1.3924
88,[2.2243977 0.5390625],1.268446
89,[1.7877855 0.625    ],1.4385426
90,[1.8034151 0.6484375],1.3506618
91,[2.4854236 0.625    ],1.7522246
92,[2.3719883 0.59375  ],1.1976357
93,[2.2155302 0.609375 ],1.1058191
94,[2.1304157 0.609375 ],1.5400274
95,[2.375826  0.6328125],1.6250615
96,[2.4484515 0.59375  ],1.3866076
97,[2.5637908 0.59375  ],1.4512126
98,[2.3021898 0.640625 ],1.0605328
99,[2.582447 0.5625  ],1.3661604
100,[1.8521323 0.65625  ],1.9639499
101,[2.169168 0.609375],1.390919
102,[2.6141963 0.53125  ],1.3757131
103,[2.0109992 0.65625  ],1.4456916
104,[2.1242776 0.6171875],1.4047589
105,[1.9003237 0.5703125],1.9365827
106,[1.9581859 0.609375 ],1.0231777
107,[2.535619 0.59375 ],1.0472333
108,[1.5843606 0.6484375],1.5137646
109,[1.5219953 0.65625  ],1.2574601
110,[2.0709295 0.6015625],1.3355672
111,[1.8470736 0.5390625],1.2412581
112,[2.1737094 0.625    ],1.1635177
113,[1.7188857 0.640625 ],1.1623087
114,[3.1203961 0.5625   ],1.6536897
115,[2.2014453 0.609375 ],1.1155124
116,[2.293342  0.6015625],0.98045206
117,[3.2659476 0.4921875],1.0635104
118,[1.8860558 0.640625 ],1.5264137
119,[2.321215 0.609375],1.4492937
120,[1.6839266 0.65625  ],1.2459024
121,[2.9188373 0.5390625],1.1410371
122,[1.4797201 0.625    ],1.145021
123,[1.9191743 0.6171875],1.2369361
124,[2.075351  0.5390625],1.1888613
125,[1.9660337 0.640625 ],1.5148357
126,[2.0099885 0.6015625],1.1709694
127,[2.7776227 0.578125 ],0.9635961
128,[2.4686644 0.5234375],1.2335608
129,[2.3824873 0.6171875],1.2639629
130,[1.8835593 0.625    ],1.224874
131,[2.3959036 0.609375 ],1.1374749
132,[2.436345  0.6015625],1.129026
133,[1.8454093 0.6484375],1.2685935
134,[1.8139992 0.59375  ],1.4092965
135,[2.1014242 0.6484375],1.373163
136,[1.7531879 0.6015625],1.2776432
137,[2.1767972 0.625    ],1.1003268
138,[2.1465025 0.5859375],1.3365089
139,[2.1332762 0.5625   ],1.2493646
140,[2.2650528 0.625    ],1.4060512
141,[2.3472402 0.5546875],1.0432317
142,[2.2101784 0.609375 ],1.2616076
143,[2.250093 0.59375 ],1.4061953
144,[1.8310006 0.6015625],1.2832466
145,[2.509019  0.5703125],1.3992183
146,[2.590647  0.5859375],1.2741925
147,[2.2322283 0.6875   ],1.3176944
148,[2.2732973 0.578125 ],0.9923922
149,[2.601806 0.609375],1.542232
150,[2.3393326 0.5625   ],1.4050411
151,[3.0057206 0.6328125],1.1902552
152,[2.2751598 0.65625  ],0.92746586
153,[2.6690855 0.625    ],1.2671611
154,[2.1328063 0.671875 ],1.0239761
155,[2.1596665 0.6796875],1.2464452
156,[2.0233808 0.6640625],1.1930423
157,[2.9248354 0.5625   ],0.9725934
158,[2.4298272 0.640625 ],1.394139
159,[2.2378209 0.6640625],1.4209877
160,[2.1567411 0.640625 ],1.1758721
161,[1.5040455 0.5859375],0.9264131
162,[1.5838736 0.671875 ],1.2354299
163,[2.0379102 0.6328125],1.4928672
164,[1.3868918 0.6640625],1.4284692
165,[2.3717482 0.6171875],1.0891865
166,[1.786924  0.6640625],1.0266608
167,[1.7275457 0.640625 ],1.4248224
168,[2.3774433 0.640625 ],1.1543279
169,[1.456536  0.6328125],1.0739623
170,[1.8008966 0.65625  ],1.7054718
171,[1.9036753 0.6484375],1.1034077
172,[2.22529   0.5859375],1.270081
173,[3.2508502 0.5      ],1.4256129
174,[2.275396  0.6484375],1.2188203
175,[2.0535398 0.5859375],0.9074874
176,[2.080416  0.6328125],1.2621453
177,[2.3014653 0.5546875],1.2903174
178,[1.5227877 0.6484375],1.2229953
179,[1.1936103 0.6875   ],1.4522257
180,[1.8325465 0.6875   ],1.1303377
181,[2.219225 0.625   ],1.2490472
182,[2.0004754 0.6328125],1.1084657
183,[2.316921  0.5859375],1.3090669
184,[2.0677195 0.625    ],1.3874539
185,[1.6951153 0.6640625],1.2985921
186,[1.3622996 0.734375 ],0.99973226
187,[1.7191287 0.6875   ],1.3827877
188,[2.251401  0.5546875],1.3414173
189,[2.3800354 0.6171875],1.3563805
190,[2.1988218 0.546875 ],0.9742472
191,[1.1514506 0.6640625],1.2705698
192,[2.3576865 0.6484375],0.94836235
193,[1.6457717 0.6640625],1.0448918
194,[2.0752096 0.6796875],1.053457
195,[2.387589 0.640625],1.0428616
196,[2.170206 0.625   ],1.6524798
197,[2.7444324 0.578125 ],1.3035988
198,[1.8447978 0.6953125],1.1396748
199,[2.177693 0.625   ],1.048948
200,[1.658427  0.6953125],1.118269
201,[1.9277499 0.6875   ],1.3228104
202,[1.9959426 0.6484375],1.3058481
203,[2.037693  0.6328125],1.2150359
204,[2.584139 0.640625],1.1495456
205,[2.3862085 0.6171875],1.2942672
206,[2.2367558 0.6171875],1.3627198
207,[1.9931133 0.5859375],1.3363199
208,[2.243065 0.625   ],1.6386776
209,[1.8115265 0.6484375],1.2022556
210,[1.6365917 0.6953125],1.4176306
211,[2.090291 0.671875],1.0391804
212,[1.5395263 0.71875  ],1.1609054
213,[2.2171502 0.6171875],1.3682374
214,[1.8879999 0.6875   ],1.215698
215,[1.6468279 0.6640625],0.77194273
216,[1.878797  0.7109375],1.0872349
217,[2.2714634 0.7265625],1.3792388
218,[1.2602344 0.7734375],0.9643396
219,[2.4584832 0.6015625],1.4629036
220,[2.8027081 0.6328125],0.9647296
221,[2.056055 0.609375],1.1558919
222,[1.493993 0.6875  ],1.0496147
223,[1.8972576 0.6484375],1.0694569
224,[2.378929 0.625   ],1.3656839
225,[2.6091952 0.5859375],1.4273183
226,[2.9215086 0.625    ],1.18942
227,[2.8395233 0.625    ],1.3686612
228,[1.8220121 0.6875   ],1.4537411
229,[2.8930092 0.625    ],1.2372189
230,[1.8279827 0.71875  ],1.2471527
231,[1.569948 0.640625],1.1061461
232,[2.1436937 0.6484375],1.2364299
233,[1.6231445 0.6796875],1.1310406
234,[1.8863723 0.6875   ],1.2162225
235,[2.1173868 0.6640625],0.986068
236,[1.773352  0.6484375],1.2559719
237,[1.507982  0.7265625],0.9186189
